30	790	4	88207862
276	09	3	874793035
305	24	2	886323068
94	028	2	8795448
9	323	2	89438397
87	554	4	879875940
294	09	4	87789599
286	7	4	8775379
200	38	5	88428458
229	328		8963242
78	568	4	882826555
303	842	2	879484804
62	65	4	879374686
207	59	3	87608608
92	72	4	87565327
30	40	4	882078040
36	339	5	8825758
70	746	3	88450257
63	242	3	87574790
28	20	3	889667
279	68	4	875307407
250	7	4	87808976
4	98	3	89088335
299	08	3	889502324
94	54	3	879525876
303	85	3	879485532
9	237	5	874775038
295	28	5	879966498
268	930	2	875742942
268	2	2	87574473
66	258	4	88360089
233	202	5	879394264
83	623	4	880308578
24	334	3	89542540
92	476	2	88368243
00	344	4	89374868
268	45		87574450
30	56	4	882076587
307	89	5	879283786
234	4	3	892334609
83	576	4	880308755
8	264	2	87896624
297	33	4	875240090
38	53	5	892430369
7	382	4	89352093
264	83	4	88622952
8	872		8789684
20	46		88440579
85	507	4	87945699
269	367	3	89450023
59	468	3	888205855
286	43	4	88965549
93	96		88924507
3	595	5	875936424
292		5	8804093
30	04	3	87625078
275	98	4	8755540
89	520	5	893265380
29	82		889452455
28	209	5	877488546
23	427	3	879873020
9	222	5	8747753
58	77	4	88034407
222	8	4	877563802
302	322	2	879436875
279	50	3	875308843
30	79	5	882076403
8	3	2	87896344
20	695		884405
3	98	3	885593
	89	3	888732928
45	237	5	875270570
23	385	4	874786462
20	767	4	8844505
296	705	5	8849793
42	546	3	880587
33	872	3	89964230
30	554	3	882078830
6	64	5	877720297
95	35	3	87997562
54	357	4	8793873
77	484	5	884733766
296	508	5	88496584
302	303	2	879436785
244	673	3	880606667
222	77	4	8788366
3	25	5	88240588
6	705	5	877722736
270	452	4	876956264
45	5	2	875270655
87	64	5	87946563
200	304	5	87604644
70	749	5	88764670
0	829	3	8773638
84	28	3	889909840
28	204	4	879967478
8	295		8789678
84	53	3	8899285
	33	4	878542699
	60	4	875072547
84	32	5	889906967
54	595	3	88093783
94	343	4	89725009
28	508	4	879967767
23	323	2	874784266
30	227	3	882077222
30	9	3	882075672
2	903		89244072
82	83	3	878769848
222	724	3	8788976
28	430	3	87748836
308	97	4	88773952
303	34	5	879467959
33	75	3	890588547
25	22	2	89435680
69	256	5	8822656
254	662	4	887347350
276	2	4	874792436
04	984		888442575
63	067	3	87574754
267	40	4	878970785
3	56	5	88550
240	879	3	885775745
286	237	2	875806800
294	27	5	88924426
90	086	4	89384424
8	26	4	8802973
92	229	3	87565620
308	649	4	887739292
44	89	3	8880569
9	302	4	89560253
59	95	3	888206409
200	96	5	88429409
6	97	5	87772646
6	678	3	892302309
27	99	4	885848448
27	709	3	885849325
42	69	5	888640356
275	597	3	87697678
222	5	3	8788209
87	40	3	87987697
207	258	4	87787972
272	393	2	879454663
77	333	4	88030397
207	5	2	879664906
299	577	3	889503806
27	378	4	885849447
305	425	4	886324486
49	959	2	88806892
94	224	3	89722802
30	07	3	874953895
0	75	3	877888677
203	32	3	88043348
9	286	4	89560842
43	323	3	8759750
2	558	5	87495695
97	96	5	89409839
3	344	2	888073635
94	66	3	879527264
234	206	4	892334543
308	402	4	887740700
308	640	4	887737036
269	522	5	89447773
94	265	4	8972889
268	62	3	87530824
272	2	5	879455254
2	29	3	89390477
296	20	5	8849692
34	286	3	89732334
80	462	5	87754428
234	62	3	89207940
04	7	2	888465972
38	758		892434626
269	845		89456255
7	63	4	89353444
234	45	3	892078343
275	405	2	87697645
52	250	3	88292266
02	823	3	88880465
3	86	4	890704999
78	73	4	882827532
236	7	3	890667
256	78	5	88265296
263	76	5	89299752
244	86	3	880605697
279	8	4	8753400
43	85	4	88395689
83	78	2	880309089
5	97	5	87952870
254	436	2	88647426
09	63	3	88057937
297	76	3	875239422
249	88	4	87964067
44	699	4	8880606
30	604	4	882075994
64	392	3	889737542
92	50	2	875653665
222	97	4	8788739
268	436	3	87530745
293	35	5	888905550
23	73	5	878955442
60	460	2	8768685
3	498	4	8823990
59	75	5	88820592
5	7	4	87563698
25	63	5	879454956
74	35	5	886432749
4	505	3	88260203
23	55	4	87887058
23	96	2	874786926
28	5	4	879968827
239	56	4	88979478
8	279		878962955
29	80	4	875086354
250	238	4	878089963
20	649	3	8844275
60	60	5	883327734
8	325	2	8789684
9	407	3	887038665
287		5	875334088
26	228	3	880245642
26	53	4	88023380
203	47	4	880434463
92	587	3	875660408
3	892	3	882774224
23	76	4	878956338
286	288	5	875806672
7	047	2	88009697
99			885678886
	558	3	8990424
65	47	2	87926672
295	94	4	8795742
269	27	2	894560
85	259	2	88705026
250	596	5	87808992
37	44	5	88433689
20	960	2	8842077
257	37	4	882049932
	328	4	89679939
9	480	4	89438875
25	2	4	89436202
8	938		87896586
89	060	5	89326430
	20	4	88743883
303	404	4	879468375
299	305	3	87973734
87	20	4	879465242
222	278	2	87756393
24	568	4	89266897
293	770	3	888906655
285	9	4	890595859
303	252	3	87954479
96	56	4	884402860
72	0	3	880037334
5	067	4	887009
7	430	3	8935278
6	350	3	886977926
73	480	4	888625753
269	246	5	89457067
263	49	5	8929954
70	43	3	88450257
22	475	4	875244204
72	82	5	88003655
25	357	4	885852757
290	50	5	880473582
89	526	4	893266205
299	303	3	87768584
264	294	3	886256
200	365	5	88429962
87	35	4	879465653
84	87	4	889909024
63	289	2	875746985
3	229	4	882397650
298	486	3	88483063
235	85	4	889655435
62	72	4	87937678
246	94	2	884923505
54	742	5	880934806
63	762	3	875747688
	732	3	89904596
92	68	4	875653723
8	550	3	879362356
307	74	4	879283480
303	200	4	879468459
256	849	2	88264603
72	54	3	880036854
64	406	2	889402389
7	50	4	880250
224	77	4	88803872
93	869	3	889278
94	84	2	89720862
28	338	2	88200457
30	09	3	874953794
28	37		879966954
94	720		89723593
82	845	3	88563067
29	873		883245452
254	229	4	886474580
64	38	4	87936549
5	76	2	879524293
45	25	4	880405
93	879	3	88923257
276	922	4	88974849
276	57	3	874787526
234	87	4	89207940
8	306		878962006
2	370		87495293
293	249	3	888905229
264	72	5	88623656
0	6	5	877886722
97	346	3	89409070
276	42	3	874792945
308	427	4	887736584
22	943	4	875246759
3	26	4	8836854
268	824	2	87658557
09	8	3	880572642
98	58	3	88420873
230	680	4	880484286
8	74		87896298
92	06	4	8836889
234	448	3	89233550
90	900	4	89382309
93	94	4	88924890
28	603	5	879966839
26	905	2	887855283
244	265	4	880606634
90	289	3	8938230
57	25	3	886890787
305	7	3	886323684
9	382	5	87478742
2	222	2	87495382
23	8	4	888605273
280	508	3	89700453
288	32	3	88637429
279	497	2	890780576
30	33	4	882078228
72	699	3	880036783
90	259	2	89382392
308	55	3	887738760
59	742	3	888203053
94	744	4	8972462
30	642	4	87526933
26	05	3	8935236
56	2	5	892679480
82	508	2	88474249
62	2	4	87937363
276	40	3	8747987
8	05		8789632
52	30	3	88047407
78	845	4	88282429
27	597	4	889070087
79	303	4	8927203
38	484	4	87902427
308	8	5	887737293
75	284	2	884050393
269	98	4	89447062
307	94	3	87722695
222	78	3	88059677
2	740	3	89390544
269	22		89448072
3	864	4	8824924
230	742	5	880485043
269	507	4	89448800
239	099	5	88979253
245	028	5	88853447
56	546	3	892679460
295	96	5	87959556
27	028	2	88584802
222	82	2	880597
69	240	3	8822656
0	7	4	87789220
22	376	3	8788872
294	93	3	889242857
82	77		88474492
279	399	4	87533859
269	234		89449406
6	98	5	883600680
243	039	4	87998884
298	8	4	88425629
282	325		88703044
78	323		879633567
8	200	5	875384647
283	4	5	879297545
7	292	4	89034835
70	27	4	88459
0	00	5	87789747
245	8	4	88853664
07	333	3	89264267
246	56		884923445
3	90		883670672
276	70	4	874790826
244	7	2	880607205
89	56	5	893265263
226	242	5	88388867
62	06	4	879373008
276	47	4	874792907
24	478	4	89544052
306	235	4	876504354
222	26	3	87883043
280	63	5	8970075
60	430	5	88332622
56	7	4	892683275
42	274	5	880587
	202	5	875072442
3	809	4	882397582
73	289	4	877556988
5	749		8794553
85	23	4	883524249
280	540	3	89702304
244	38	4	880604077
50	293	4	878746946
7	497	4	8935234
78	37	4	88282695
78	742	3	882823833
95	27	3	880572658
234	462	3	892333865
97	222	5	884238887
09	27	2	88056347
7	268	5	88024306
269	705	2	89448850
30	246	3	876252497
264	655	4	88623530
207	3	3	875506839
42	588	5	880847
246	409	2	884923372
87	367	4	879876702
0	304	3	87735677
256	27	4	88264406
92	794	3	875654798
8	762	2	87896348
23	235		8789555
92	739	2	87675582
292	66	5	880556
246	665	4	88492283
274	845	5	878945579
88	692	5	875072583
8	86	4	8802973
5	439		878844423
236	632	3	8906254
93	407	4	8892792
44	709	4	88805940
90	98	5	89383866
48	609	4	87943489
5	225	2	875635723
22	28	5	878887983
3	432	4	884365485
8	22	5	87936283
276	88	4	874792547
222	73	5	87883043
72	866	4	880035887
299	34	4	878923
	7	5	889757
308	295	3	8877446
65	26	4	879525778
222	49	3	8788352
8	2	4	878962623
200		5	88429542
234	626	4	892336358
244	707	4	880606243
90	25	5	89384789
208	26	5	88308324
263	96	4	89298336
34	323	4	89732335
279	586	4	892864663
2	292	4	888550774
288	593	2	88689227
49	302	4	888065432
286	53	5	87753406
205	304	3	88828433
22	80	4	878887227
234	38	4	892078890
223	328	3	89548959
5	25	3	879456204
268	47	4	87654002
94	220	3	89722678
274	405	4	878945840
7	492	5	8935200
268	27	2	87574450
6	55	5	87777956
64	620	3	889402298
290	6	4	880474293
92	55	4	875640800
239	070	5	88979032
56	449	5	892679308
248	234	4	884534968
234	0	3	8922785
280	049	2	89702486
308	87	5	887738760
276	64	5	87478744
92	948	3	88368302
22	509	4	8792705
85	588	3	880838306
262	93	2	879790874
20	272	3	88603700
8	870	2	878962623
295	739	4	8795839
263	568	4	89299387
295	39	4	87958279
20	00	4	8842800
93	820	3	888705966
59	028	5	880557539
58	665	2	88034532
293	423	3	888906070
82	597	3	878768882
276	8	5	874786488
3	823	5	882397833
27	2	3	889069782
83	660	4	880308256
89	20	5	893264466
222	796	4	87883684
46	022	5	8945893
267	2	3	87897068
26	294	3	887855087
8	060		878962675
25	80	4	892838865
43	20	4	884029430
3	780		88242057
253	259	2	89628883
42	44	3	8808548
77	58	4	884753202
29	686	5	87483565
268	2	3	875742822
262	28	3	879792220
234	8	3	892334680
29	245	3	882820803
236	57	5	8906575
58	729	3	880336
56	66	4	88885947
232	52	5	88855030
68	866	5	884287927
37	288	4	88095258
4	245	3	884584426
235	230	4	88965562
02	70	3	888803537
77	72	3	884752562
90	506	5	8938339
86	566	5	879023663
44	660	5	87834795
8	774	5	87538598
7	66	5	8935624
49	003	2	88806865
62	68		879374969
42	028	4	8806072
78	433	4	882827834
85	5	2	879454782
77	474	5	884732407
58	099	2	892243079
56	047	4	8929290
97	688		89409564
286	99	4	878468
90	258	3	893822
8	288		878962349
295	90	4	87957062
224	69	4	888082495
272	37	4	879454977
22	00	3	875246662
66	877		88360089
207	38	5	8772487
234	487	3	892079237
7	648	5	8935653
87	82	5	879875774
95	052		87783502
44	449	5	88363334
306	287	4	876504442
94	72	3	87952474
94	62	3	89722933
67	659	4	892738277
08	00	4	879879720
230	304	5	880484286
8	927		878962675
54	302	4	88092859
90	22	4	89384357
8	696	2	878962997
286	357	4	87753537
4	269	4	892242403
3	79	2	884365357
92	2	5	875640679
2	440		87495798
244	550		880602264
8	405	4	87896299
65	806	4	87926529
37	540	2	88096070
44	443	5	878348289
244	83	4	880606043
	265	4	87854244
270	25	5	876954456
299	387	2	889502756
94	572	3	89723883
286	746	4	877533058
239	272	5	8898247
26	55	5	88024545
254	2	3	886472369
62	665	2	879376483
78	385	4	882826982
94	23	4	87952289
268	955	3	87574560
88	43	5	875072674
276	294	4	874786366
58	098	4	88035069
207	845	3	8868663
6	48		8970745
305	654	4	886323937
47	324	3	879439078
64	736	4	88973922
9	75	3	89560753
7	378	5	893530
59	92	5	888204997
69	268	5	88202709
0	46	3	877888944
2	29	4	87495382
58	9	4	884304328
94	52	3	879549996
7	200	5	89353543
3	26	5	875076827
73	328	5	877557028
95	233	4	87996354
6	94	5	877720733
59	323	4	888206809
3	654	3	884365075
292	589	4	880556
43	203	4	883955224
79	50	4	8927545
235	70	5	88965569
25	90	5	892836309
284	322	3	88532967
303	6	5	879468547
254	378	3	886474396
255	034		88327030
04	30	2	888442275
90	923	5	8938392
6	463	4	8836073
279	22		875297433
286	298	4	875807004
222	448	3	87883565
297	57	5	875239383
42	625	3	8808873
30	27	4	87580778
254	357	3	886472466
09	475		88056364
230	444	2	880485726
244	30	3	88060905
6	30	2	883600406
36	748	4	88257285
256	443	3	88264727
02	55		8888036
04	285	4	88846520
2	447	5	87495695
	30	4	89680028
8	408	5	88029628
25	222	4	88585287
0	944	3	88698950
270	98	5	876955868
68	237	5	87697433
83	25	4	880307940
6	258	2	883268278
89	26	5	879459859
28	37	4	879968029
305	52	4	886323525
84	42	2	8899269
286	75	5	877532470
279	428	3	888465209
256	86	5	8826503
22	48	5	875245462
40	332	3	8790367
90	977	2	89042938
	227	3	89905896
20	203	5	884447
50	8	5	878746685
26	245	3	887854726
20	208	2	87966940
44	742	4	8880422
8	930		878963275
09	566	4	88057884
85	065	3	87945502
23	33	3	878955973
222	379		87884290
223		3	89550649
25	42	4	89435704
28	208	3	877488366
74	937	5	886432989
275	86	3	88034383
68	742		87697498
268	583	4	87653830
60	462	4	876858346
95	273	4	87809342
224	78	4	888082468
5	0		875636493
99	06	5	885678724
2	25	5	888552084
292	9	4	880448
72	568	4	880037203
85	228	3	88283248
83	28	5	880307072
92	83	2	886443708
7	543	3	8935772
87	40	2	87987683
287	926	4	875334340
	55	2	87854220
234	632	2	892079538
222	53	5	878843
24	64	5	875322758
7	554	3	89354639
82	56	3	87876940
6	38	3	8970824
96	393	4	8825863
56	9	4	892683275
82	477	3	8763344
7	472	2	89353357
256	76	4	88264644
226	56	4	88388902
279	74	5	87529689
308	286	3	8877385
6	8	5	877722736
80	202	3	87728388
203	93	4	880434940
45	56	5	87527896
288	305	4	886372527
84	742	3	883450643
44	644	3	87834788
7	3	3	885272654
33	7	4	890539
48		4	877094
97	347	4	89409070
2	64	5	87495695
279	982	3	87529834
239	49	5	889805
85	287	5	883526288
297	89	4	87523925
303	68	4	87946736
86	250		879023607
73	206	3	888625754
04	756	2	888465739
94	26	3	885870665
239	94	5	88978833
97	5	5	89409839
280		4	89700426
	7	3	874965739
224	583		88803729
303	397		87954383
60	62	4	883327734
98	258	4	88420450
239	53	5	88978887
6	69	3	88360277
233	375	4	87637449
85	642	4	88299565
0	38	3	886988574
84	522	3	889908462
99	873		885678436
3	48	2	882398763
20	58	4	884220
3	858		882397068
24	3	3	89544465
296	228	4	88497264
222	87	3	87882589
279	725	4	8753444
27	82	2	88907009
85	433	3	879828720
239	234	3	88978762
3	72	4	8824727
94	77	3	87952742
208	663	5	88308476
09	78	3	880572950
230	72	4	880484523
59	485	2	888204466
33	478	3	8904373
70	33	3	8845344
62	82	5	87937569
98	234	3	884207833
65	25	4	87927509
74	660	5	8865426
90	2	5	8938324
30	248	3	880396702
00	354	2	89375260
283	432	5	879297965
275	48	3	8755478
3	98	5	884364502
95	75	4	883295500
30	05	4	8762560
269	252		89456350
286	73	5	877532965
7	623	3	8935427
56	222	5	892679439
20	204	5	887730676
239	9	5	88980446
96	87	4	88440353
297	73	2	87523969
249	239	3	879572284
94	860	2	89723706
84	2	4	883452307
275	265	4	8803403
35	046	3	879858003
29	78	4	875086354
25	382		892836623
70	399	4	88406852
3	9	4	884963365
30	523	4	88207646
52	685	5	88049074
244	72	4	880605665
275	09	2	87554535
53	28	4	879443288
98	8	2	88420653
244	790	4	880608037
26	25	4	8937676
5	3	3	879542688
24	496		890286933
24	9	5	875323003
27	65	3	88584949
307	634	3	879283385
294	245	3	87789265
234	24	2	892335042
25	50	3	88585230
293	37	3	888904653
20	432	3	88432
75	240		88405066
3	8	5	88240354
207	68	2	87725350
2	50	5	888552084
33	566	4	8906220
44	25	4	888049
88	443	4	875074329
276	324	4	87478649
45	974		88282634
72	234	4	88003748
83	385	4	887665549
8	69	3	878963086
09	402	4	88058344
207	07	3	8769830
85	26	4	883526268
4	23	5	89088557
49	39	2	88352658
57	79	5	883698495
230	963	5	880484370
76	875	4	886047442
253	97	4	8962850
284	269	4	88532899
06	526	4	88452685
2	80	3	89388286
62	86	2	879374640
29	48	4	875086920
84	033	4	8834527
293	380	2	888907527
207	58	3	87599047
94	87	4	87952083
09	97	3	8805787
283	845	4	879297442
297	275	5	874954260
8	334		87896749
78	255	4	879633745
	425	4	89904300
308	59	4	887737647
93	078	4	88926943
297	234	3	87523908
87	585	4	879877008
250	204	2	87809682
8	50	5	87936224
86	48	4	8979774
32	692	4	89699426
9	683	3	8943835
5	454		87572432
29	376	3	875086534
75	27	5	87707640
45	737	2	875272833
7	644	5	8935685
276	49	5	874792907
83	20	5	88030775
02	524	3	888803537
53	74		883740
62	302	3	87937909
49	995	3	888065577
268	298	3	875742647
207	554	2	877822854
33	66	5	8905049
286	44	3	87753273
279	68	5	875296435
276	474	5	88974904
62	59	4	87937382
254	29		886475980
83	97	4	880308690
63	00	5	87574739
6	78	5	87779333
297	233	2	87523994
90	945	5	89383866
85	25	2	879452769
42	98	4	88067
303	393	4	87948498
274	50	5	878944679
04	299	3	888442436
94	792	4	885873006
84	98	4	889908539
293	708	3	888907527
248	589	4	884534968
8	950	3	88030764
27	27		8890700
200	892	4	88427082
20	48		8844075
296	222	5	88496640
7	662	3	89233739
96	38	4	8825728
69	427	3	88245465
72	96	4	880036747
256	472	4	8825247
28	82	4	879967225
5	747	3	879524564
7	7	3	8935287
286	85	5	877533224
72	220	4	87553744
308	56	4	887736743
90	974	2	89625949
82	756		87876874
308	436	4	887739257
59	235		888203658
64	063	3	889739539
45	756	2	885557506
220	298	4	8898966
2	324	4	874950889
285	269	4	89059533
207	65	3	87804594
98	658	3	88420873
220	333	3	889777
20	70	4	887730589
8	4		878962392
58	28	2	88034296
43	682	3	88840774
75	237	2	884050309
99	22	4	883782854
223	50	2	8954984
297	25	4	874954497
276	78	4	877934828
299	847	4	877877649
293	325	2	888904353
30	38	2	882079446
	47	4	87507225
64	28	4	88940906
96	673	4	884402860
29	06	4	874833827
7	45	5	89353892
233	77	4	87766496
6	57	4	88360222
202	283	3	87972753
24	7	4	8954324
84	602	4	88990969
277	257	3	879543487
94	22		87952426
95	68	4	8799623
25	257	4	88585345
6	23	4	88360365
38	573		892433660
33	436	4	89029877
22	24	3	878888025
262	67	3	87979375
30	569	3	880396494
66	8	5	88360425
2	948		87495054
8	332		878962278
262	74	3	87979948
206	302	5	88880227
222	22	5	87883285
76	6	4	87502823
5	703	4	879542460
34	28	5	877888346
3	47	3	882397502
44	258	4	878340824
303	48	4	87948350
6	89	2	87777833
270	558	5	876954927
248	7	5	884535433
25	38	5	879454309
38	523	5	879024043
268	386	2	875743978
29	5	5	874833668
234	47	3	892335372
239	96	5	88978798
5	33	3	87945566
94	55	2	89723807
36	89	4	882848925
223	423	3	89550684
82	94	4	878770027
45	355	3	888396967
280	845	3	89700925
79	339		8925366
78	99	4	882826306
307	949	4	8772335
0	488	5	87788863
6	33	3	876459
23	258	5	876785704
308	74	4	887736696
85	4	4	883524320
88	237	3	875073648
8	654	5	875385007
246	72	4	88492794
234	98	4	892078567
94	239	3	87952297
94	24	4	885873423
22	378	4	879270769
32	00	4	8969863
262	64	5	879793022
54	242	3	87938235
223	763	3	89550067
99	403	4	885680374
83	43	4	880308690
30	307	4	877984546
74	402	5	88653729
256	487	5	8826423
59	77	4	888204349
6	68		89774
244	53	3	880607489
250	96	4	8780988
43	40	3	883956468
285	50	5	890595636
42	953	2	880885
97	670	5	884239744
22	50	4	879270327
6	323	3	89206450
222	06	2	8838684
4	264	3	892004275
304	259		884967253
37	403	5	88095942
49	68		88806953
303	098	4	879467959
65	372	5	879525987
76	324	5	886047292
3	335		889237269
56	869	3	892683895
44	5	4	87834343
90	7	4	89033697
29	89	4	88282942
94	74	4	88587023
30	949	3	87625944
7	8	5	88024648
303	779		87954348
9	435	5	88542840
94	9	4	87952856
58	24	4	8803426
56	447	4	892679067
262	223	3	8797986
8	334		878962240
24	37	4	89543227
92	747	4	87565664
88	96	5	87507328
58	73	5	884305353
244	54	5	880606385
34	879	4	89732393
298	625	4	88483406
254	230	4	886472400
230	38	3	88048597
6	209	5	877722736
5	835	5	87952499
8	327		878963305
45	248	3	87527295
200	588	5	88428499
248	257	3	884535840
297	432	4	875239658
32	33	5	89699296
5	2	5	879524368
0	568	3	886988449
305	483	5	886323068
4	258	5	884584338
44	240	4	878346997
86	263	3	87902357
24	23	4	8954444
233	208	4	8806084
04	287	2	888465347
32	53	2	8969949
	222	4	878873388
206	323		88879833
230	49	4	880484587
56	450	3	892679374
94	65	5	89725332
205	36	4	88828470
4	74	5	89088294
268	790	2	87653785
276	08	3	88093705
83	929	3	88030740
268	580	3	875309344
222	04	3	8806055
279	89	4	87530690
5	424		875635807
2	33	4	884992603
296	429	5	88497330
8	202	3	8803055
3	868	5	8823990
87	20	5	879875734
0	285	5	87788986
8	328	3	87896227
23	463	4	874785843
253	746	3	89628630
234	228	3	89207990
299	047	2	87788004
66		3	88360324
26	74	5	88432488
290	208	3	880475245
79	6	2	8927697
264	448	2	8862203
4	303	5	892002352
44	83	3	88804805
38	57	4	879024279
64	433	2	889740286
5		4	875635748
276	357	5	874787526
62	433	5	879375588
239	475	5	88978689
293	66	3	888905520
30	234	5	87526932
264	70	4	88623596
208	97	5	88308797
24	763	5	875322875
279	62	3	87534334
3	245		889237247
0	596	3	87736564
62	09	4	877636556
223	908		89548802
99	246	3	888469392
239	430	3	88980338
60	60	5	876862078
72	580	4	875538028
303	60	2	879544629
54	676	5	880935294
44	507	3	878347392
20	97	5	887736454
64	930	4	889402340
299	240	2	87787844
28	27	3	889667
305	79	3	886324276
8	729	3	8803236
82	343		88473755
09	02	4	880564570
207	25	4	8760793
92	209		875660468
09		4	88056369
5	222	3	879455730
58	709	5	88430482
303	693	4	87946677
52		5	88048782
94	60	2	87955380
92	24	3	87565596
77	9	3	884752924
244	662	3	880606533
77	32	2	8803048
3	22	3	8836856
97	302	3	89409070
227	50	4	879035347
85	282	3	87982968
295	72	4	8795874
8		3	878962392
277	255	4	87954445
279	96	4	87530606
	253	5	874965970
8	82	4	88030640
276	568	4	8826592
87	77	5	879875940
77	69		8803088
23	3	4	87895539
25	34	5	879454532
28	739	4	879969349
29	428	5	87487766
25	208	4	885852337
288	272	5	889225463
207	350	2	877878772
27	56	3	885848559
5	363	3	875635225
274	748	5	878944406
70	49	5	884065035
3	559	2	88436687
5	99	5	879524368
99	268	5	883782509
20	209	3	884280
99	274		88567957
	740	4	89903067
59	77	4	888206254
84	277	3	88990797
222	88	4	87883336
38	6	5	892432062
59	48	2	88820588
04	300	3	888442275
298	346	3	8842606
80	9	3	8772856
7	674	2	89352659
2	4	5	8939004
268	04		875743735
252	277	4	89456797
303	4	4	879483802
20	527	5	887736232
234	648	3	892826760
32	573	5	8972535
308	25	3	887737483
234	397	4	892334976
75	546	3	884050422
7	5	5	88025887
246	239	3	88492380
64	56	5	889737376
85	87	5	879454235
239	8	3	88979808
59	54	4	88820592
256	220	3	8825690
